PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;79;47;10;28079047_10_47;2022;6;16;V;17;V;19;V;21;V;11;V;17;V;15;V;16;V;17;V;14;V;26;V;19;V;38;V;72;V;98;V;62;V;49;V;48;V;21;N;13;N;15;V;15;V;14;V;6;N;10;N;16;N;12;V;10;N;13;N;12;V;0;N
28;79;47;10;28079047_10_47;2022;7;23;V;52;V;47;V;23;V;25;V;49;V;13;V;16;V;25;V;18;V;25;V;24;V;37;V;37;V;30;V;27;V;28;V;29;V;24;V;29;V;30;V;39;V;24;V;34;V;29;V;21;V;29;V;13;V;18;V;37;V;41;V
28;79;47;10;28079047_10_47;2022;8;28;V;45;V;35;V;37;V;29;V;22;V;22;V;35;V;31;V;33;V;48;V;78;V;83;V;26;V;21;V;35;V;13;V;12;V;13;V;17;V;23;V;13;V;24;V;39;V;35;V;29;V;26;V;34;V;54;V;37;V;24;V
28;79;47;10;28079047_10_47;2022;9;26;V;20;V;19;V;19;V;22;V;22;V;19;V;25;V;31;N;17;N;32;N;45;N;83;N;61;N;2;V;2;V;2;V;7;V;5;V;5;V;8;V;6;V;6;V;3;V;2;V;2;N;4;V;4;V;3;V;9;V;0;N
28;79;47;10;28079047_10_47;2022;10;14;V;15;V;28;V;53;V;72;V;37;V;30;V;34;V;24;V;25;V;21;V;15;V;20;V;30;V;19;N;28;V;34;V;43;V;52;V;16;V;10;V;10;V;8;V;19;V;27;V;32;V;40;V;43;V;29;V;26;V;24;V
28;79;47;10;28079047_10_47;2022;11;16;V;16;V;12;V;8;V;16;V;20;V;25;V;24;V;11;V;16;V;13;V;18;V;23;V;24;V;6;V;8;V;8;V;9;V;5;V;7;V;6;V;8;V;7;V;13;V;8;V;19;V;22;V;7;V;26;V;24;V;0;N
28;79;47;12;28079047_12_8;2022;1;116;V;112;V;150;V;99;V;21;V;52;V;78;V;77;V;29;V;101;V;98;V;82;V;84;V;93;V;96;V;92;V;170;V;186;V;201;V;104;V;76;V;57;V;54;V;70;V;58;V;85;V;141;V;143;V;118;V;135;V;130;V
28;79;47;12;28079047_12_8;2022;2;28;V;176;V;128;V;114;V;35;V;50;V;106;V;83;V;113;V;132;V;107;V;61;V;33;V;18;V;56;V;54;V;125;V;105;V;22;V;41;V;103;V;70;V;105;V;114;V;46;V;30;V;26;V;68;V;0;N;0;N;0;N
28;79;47;12;28079047_12_8;2022;3;80;V;24;V;74;V;26;V;27;V;14;V;33;V;27;V;58;V;51;V;38;N;0;N;0;N;40;N;57;V;42;V;24;V;31;V;23;V;14;V;28;V;20;V;29;V;50;V;33;V;24;V;19;V;38;V;32;V;34;V;20;V
28;79;47;12;28079047_12_8;2022;4;21;V;16;V;16;V;23;V;28;V;26;V;35;V;18;V;17;V;20;V;21;V;28;V;39;V;13;V;23;V;25;V;27;V;21;V;30;V;18;V;31;V;24;V;12;V;21;V;39;V;39;V;33;V;61;V;24;V;52;V;0;N
28;79;47;12;28079047_12_8;2022;5;29;V;17;V;23;V;21;V;25;V;20;V;18;V;17;V;28;V;32;V;43;V;26;V;35;V;30;V;13;V;26;V;30;V;45;V;30;V;32;V;22;V;18;V;10;V;16;V;20;V;20;V;26;V;19;V;24;V;11;V;32;V
28;79;47;12;28079047_12_8;2022;6;24;V;21;V;32;V;24;V;10;V;35;V;30;V;12;V;21;V;34;V;25;V;19;V;35;V;52;V;38;V;34;V;23;V;22;V;8;V;18;V;18;V;12;V;11;V;11;V;10;V;9;V;17;V;21;V;34;V;14;V;0;N
28;79;47;12;28079047_12_8;2022;7;19;V;13;V;11;V;21;V;28;V;22;V;18;V;32;V;28;V;20;V;28;V;32;V;53;V;33;V;28;V;21;V;23;V;23;V;14;V;34;V;32;V;23;V;32;V;32;V;25;V;20;V;17;V;25;V;26;V;15;V;20;V
28;79;47;12;28079047_12_8;2022;8;28;V;23;V;35;V;34;V;25;V;21;V;18;V;38;V;27;V;17;V;20;V;31;V;34;V;18;V;13;V;15;V;16;V;15;V;27;V;30;V;32;V;21;V;33;V;39;V;23;V;16;V;23;V;16;V;20;V;46;V;20;V
28;79;47;12;28079047_12_8;2022;9;48;V;23;V;14;V;17;V;39;V;29;V;28;V;20;V;19;V;30;V;77;V;36;V;20;V;28;V;29;V;41;V;26;V;19;V;25;V;41;V;53;V;46;V;29;V;26;V;11;V;21;N;58;V;77;V;19;V;51;V;0;N
28;79;47;12;28079047_12_8;2022;10;77;V;63;V;124;V;136;V;112;V;48;V;74;V;44;V;37;V;52;V;42;V;29;V;79;V;108;V;71;V;68;V;65;V;92;V;88;V;38;V;34;V;23;V;26;V;68;V;63;V;118;V;113;V;117;V;60;V;53;V;54;V
28;79;47;12;28079047_12_8;2022;11;63;V;82;V;68;V;32;V;78;V;66;V;124;V;91;V;53;V;115;V;40;V;25;V;63;V;77;V;31;V;28;V;23;V;23;V;12;V;23;V;20;V;23;V;26;V;40;V;35;V;94;V;75;V;22;V;155;V;136;V;0;N
28;79;48;7;28079048_7_8;2022;1;29;V;31;V;32;V;18;V;5;V;5;V;13;V;20;V;1;V;19;V;19;V;14;V;5;V;7;V;9;V;11;V;26;V;40;V;31;V;7;V;5;V;3;V;1;V;2;V;3;V;5;V;9;V;22;V;22;V;17;V;28;V
28;79;48;7;28079048_7_8;2022;2;1;V;74;V;39;V;26;V;3;V;5;V;7;V;5;V;10;V;23;V;25;V;3;V;2;V;4;V;9;V;15;V;27;V;23;V;1;V;2;V;13;V;4;V;10;V;7;V;1;V;1;V;1;V;7;V;0;N;0;N;0;N
28;79;48;7;28079048_7_8;2022;3;13;V;5;V;21;V;1;V;2;V;1;V;3;V;5;V;9;V;6;V;4;V;2;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;3;V;2;V;2;V;2;V;1;V;1;V;1;V;4;V;4;V;1;V;4;V
28;79;48;7;28079048_7_8;2022;4;2;V;1;V;1;V;1;V;3;V;4;V;7;V;3;V;2;V;1;V;3;V;4;V;5;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;5;V;3;V;1;V;1;V;2;V;3;V;3;V;3;V;1;V;4;V;0;N
28;79;48;7;28079048_7_8;2022;5;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;4;V;2;V;2;V;2;V;1;V;1;V;2;V;2;V;1;V;1;V;2;V;1;V;2;V;2;V;4;V
28;79;48;7;28079048_7_8;2022;6;4;V;2;V;3;V;2;V;1;V;9;V;3;V;3;V;2;V;3;V;3;V;1;V;3;V;4;V;2;V;3;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;4;V;2;V;0;N
28;79;48;7;28079048_7_8;2022;7;1;V;1;V;1;V;2;V;1;V;1;V;1;V;3;V;2;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;N;1;V
28;79;48;7;28079048_7_8;2022;8;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;2;V;4;V;1;V;1;V;2;V;2;V;2;V;3;V;2;V;2;V;1;V;4;V;4;V;3;V;1;V;1;V;1;V;2;V;2;V;2;V
28;79;48;7;28079048_7_8;2022;9;3;V;2;V;1;V;1;V;4;V;4;V;4;V;4;V;3;V;3;V;8;V;3;V;4;V;4;V;3;V;3;V;1;V;1;V;2;V;5;V;4;V;4;V;2;V;2;V;1;V;2;V;12;V;5;V;3;V;3;V;0;N
28;79;48;7;28079048_7_8;2022;10;8;V;7;V;13;V;32;V;13;V;3;V;6;V;1;V;2;V;4;V;2;V;1;V;6;V;23;V;10;V;2;V;4;V;21;V;15;V;3;V;4;V;2;V;1;V;5;V;6;V;23;V;15;V;11;V;2;V;2;V;4;V
28;79;48;7;28079048_7_8;2022;11;3;V;9;V;13;V;5;V;12;V;6;V;16;V;20;V;5;V;17;V;3;V;1;V;7;V;13;V;2;V;3;V;3;V;3;V;1;V;1;V;2;V;4;V;3;V;7;V;2;V;16;V;5;V;4;V;34;V;30;V;0;N
28;79;48;8;28079048_8_8;2022;1;43;V;47;V;52;V;40;V;25;V;32;V;40;V;54;V;18;V;31;V;37;V;38;V;39;V;36;V;41;V;50;V;65;V;60;V;63;V;37;V;30;V;32;V;31;V;33;V;39;V;40;V;38;V;44;V;42;V;44;V;50;V
28;79;48;8;28079048_8_8;2022;2;17;V;69;V;64;V;56;V;20;V;30;V;37;V;38;V;51;V;72;V;62;V;39;V;28;V;21;V;35;V;41;V;67;V;58;V;16;V;26;V;38;V;30;V;44;V;48;V;27;V;24;V;21;V;40;V;0;N;0;N;0;N
28;79;48;8;28079048_8_8;2022;3;47;V;27;V;48;V;16;V;22;V;11;V;30;V;32;V;49;V;42;V;36;V;20;V;19;V;30;V;34;V;27;V;14;V;18;V;20;V;16;V;31;V;23;V;23;V;25;V;17;V;14;V;16;V;26;V;28;V;22;V;26;V
28;79;48;8;28079048_8_8;2022;4;17;V;11;V;9;V;15;V;25;V;27;V;29;V;20;V;17;V;19;V;20;V;25;V;25;V;9;V;14;V;14;V;18;V;20;V;16;V;13;V;24;V;29;V;15;V;17;V;25;V;36;V;32;V;31;V;17;V;47;V;0;N
28;79;48;8;28079048_8_8;2022;5;18;V;14;V;11;V;11;V;18;V;16;V;13;V;11;V;22;V;26;V;33;V;25;V;29;V;17;V;10;V;17;V;21;V;31;V;27;V;22;V;17;V;14;V;16;V;14;V;10;V;10;V;14;V;15;V;20;V;15;V;27;V
28;79;48;8;28079048_8_8;2022;6;22;V;20;V;22;V;19;V;11;V;31;V;24;V;16;V;14;V;27;V;22;V;16;V;30;V;39;V;27;V;28;V;20;V;22;V;8;V;17;V;17;V;15;V;15;V;16;V;12;V;12;V;14;V;17;V;28;V;15;V;0;N
28;79;48;8;28079048_8_8;2022;7;16;V;14;V;11;V;24;V;23;V;19;V;11;V;20;V;20;V;16;V;21;V;27;V;38;V;22;V;22;V;16;V;19;V;19;V;18;V;21;V;20;V;9;V;10;V;7;V;4;V;6;V;4;V;9;V;10;V;1;N;13;V
28;79;48;8;28079048_8_8;2022;8;14;V;15;V;20;V;19;V;14;V;12;V;10;V;17;V;15;V;8;V;11;V;13;V;12;V;6;V;5;V;5;V;3;V;3;V;7;V;8;V;10;V;4;V;7;V;15;V;19;V;9;V;14;V;10;V;17;V;31;V;20;V
28;79;48;8;28079048_8_8;2022;9;28;V;17;V;13;V;15;V;25;V;19;V;22;V;21;V;19;V;19;V;36;V;29;V;18;V;21;V;23;V;24;V;15;V;13;V;21;V;31;V;36;V;34;V;26;V;20;V;5;V;14;V;34;V;28;V;20;V;19;V;0;N
28;79;48;8;28079048_8_8;2022;10;41;V;31;V;55;V;77;V;49;V;30;V;40;V;21;V;20;V;33;V;23;V;18;V;37;V;62;V;41;V;40;V;32;V;45;V;39;V;27;V;26;V;19;V;16;V;35;V;36;V;60;V;43;V;45;V;26;V;29;V;34;V
28;79;48;8;28079048_8_8;2022;11;31;V;37;V;39;V;28;V;40;V;38;V;51;V;52;V;31;V;44;V;30;V;24;V;36;V;45;V;25;V;24;V;22;V;21;V;16;V;21;V;17;V;24;V;22;V;34;V;26;V;45;V;38;V;28;V;57;V;67;V;0;N
28;79;48;9;28079048_9_47;2022;1;13;V;13;V;20;V;14;V;3;V;6;V;8;V;12;V;3;V;5;V;6;V;4;V;5;V;7;V;11;V;19;V;15;V;12;V;12;V;6;V;4;V;7;V;9;V;8;V;6;V;7;V;6;V;5;V;7;V;5;V;9;V
28;79;48;9;28079048_9_47;2022;2;2;V;9;V;15;V;19;V;8;V;4;V;4;V;4;V;9;V;19;V;18;V;11;V;10;V;3;V;5;V;7;V;14;V;16;V;2;N;7;V;9;V;5;V;6;V;6;V;6;V;6;V;7;V;8;V;0;N;0;N;0;N
28;79;48;9;28079048_9_47;2022;3;9;V;6;V;9;V;3;V;4;V;5;V;7;V;5;V;8;V;9;V;6;V;3;V;4;V;8;V;49;V;21;V;4;V;4;V;8;V;6;V;4;V;4;V;6;V;5;V;6;V;7;V;8;V;14;V;16;V;7;V;6;V
28;79;48;9;28079048_9_47;2022;4;4;V;4;V;4;V;5;V;8;V;7;V;8;V;4;V;4;V;7;V;7;V;4;V;5;V;4;V;7;V;8;V;6;V;7;V;6;V;3;V;5;V;5;V;2;V;5;V;5;V;7;V;6;V;6;V;7;V;15;V;0;N
28;79;48;9;28079048_9_47;2022;5;11;V;5;V;5;V;7;V;9;V;6;V;5;V;7;V;7;V;9;V;11;V;10;V;10;V;10;V;10;V;7;V;6;V;9;V;11;V;12;V;10;V;9;V;7;V;6;V;5;V;3;V;5;V;9;V;9;V;8;V;10;V
28;79;48;9;28079048_9_47;2022;6;7;V;8;V;8;V;8;V;5;V;11;V;7;V;5;V;7;V;7;V;11;V;13;V;16;V;18;V;25;V;15;V;16;V;16;V;8;V;6;V;4;V;5;V;6;V;5;V;5;V;7;V;8;V;5;V;11;V;5;V;0;N
28;79;48;9;28079048_9_47;2022;7;14;V;22;V;18;V;10;V;13;V;21;V;9;V;6;V;15;V;14;V;15;V;15;V;19;V;15;V;18;V;13;V;16;V;20;V;8;V;15;V;12;V;12;V;11;V;13;V;13;V;12;V;13;V;11;V;11;V;34;V;36;V
28;79;48;9;28079048_9_47;2022;8;12;V;29;V;14;V;15;V;15;V;9;V;14;V;20;V;16;V;16;V;13;V;16;V;21;V;8;V;10;V;20;V;8;V;5;V;6;V;5;V;9;V;7;V;7;V;11;V;11;V;8;V;10;V;10;V;15;V;6;V;6;V
28;79;48;9;28079048_9_47;2022;9;7;V;6;V;7;V;6;V;6;V;4;V;5;V;4;V;6;V;5;V;8;V;7;V;6;V;4;V;6;V;7;V;5;V;6;V;9;V;7;V;11;V;10;V;8;N;7;V;3;V;4;V;6;V;4;V;4;V;3;V;0;N
28;79;48;9;28079048_9_47;2022;10;7;N;7;V;8;V;14;V;16;V;9;V;9;V;8;V;7;V;9;V;8;V;6;V;9;V;11;V;9;V;11;V;9;V;12;V;12;V;6;V;6;V;6;V;3;V;5;V;12;V;17;V;17;V;18;V;14;V;16;V;17;V
28;79;48;9;28079048_9_47;2022;11;9;V;7;V;9;V;6;V;8;V;13;V;14;V;13;V;7;V;10;V;6;V;9;V;11;V;15;V;4;V;5;V;5;V;4;V;3;V;5;V;4;V;5;V;5;V;8;V;4;V;10;V;15;V;4;V;10;V;14;V;0;N
28;79;48;10;28079048_10_47;2022;1;16;V;16;V;24;V;17;V;4;V;7;V;10;V;15;V;5;V;7;V;10;V;7;V;7;V;10;V;14;V;23;V;20;V;17;V;17;V;9;V;7;V;9;V;11;V;10;V;10;V;11;V;12;V;10;V;10;V;8;V;16;V
28;79;48;10;28079048_10_47;2022;2;5;V;19;V;24;V;29;V;14;V;7;V;9;V;10;V;17;V;29;V;35;V;24;V;21;V;5;V;8;V;12;V;22;V;25;V;4;N;9;V;13;V;9;V;11;V;13;V;8;V;8;V;10;V;13;V;0;N;0;N;0;N
28;79;48;10;28079048_10_47;2022;3;17;V;10;V;12;V;4;V;5;V;6;V;8;V;8;V;15;V;14;V;10;V;6;V;6;V;39;V;250;V;79;V;15;V;8;V;14;V;12;V;7;V;6;V;8;V;8;V;14;V;12;V;19;V;31;V;44;V;16;V;11;V
28;79;48;10;28079048_10_47;2022;4;6;V;6;V;5;V;8;V;13;V;10;V;13;V;9;V;7;V;11;V;17;V;6;V;7;V;8;V;14;V;12;V;10;V;10;V;11;V;5;V;8;V;8;V;3;V;7;V;8;V;12;V;9;V;9;V;14;V;28;V;0;N
28;79;48;10;28079048_10_47;2022;5;23;V;9;V;9;V;11;V;12;V;10;V;8;V;10;V;13;V;16;V;20;V;19;V;20;V;19;V;19;V;14;V;11;V;15;V;26;V;29;V;23;V;22;V;14;V;12;V;11;V;8;V;11;V;14;V;17;V;16;V;17;V
28;79;48;10;28079048_10_47;2022;6;16;V;16;V;19;V;16;V;9;V;20;V;16;V;13;V;13;V;14;V;22;V;22;V;35;V;59;V;84;V;49;V;44;V;44;V;21;V;18;V;11;V;11;V;13;V;9;V;11;V;13;V;15;V;12;V;21;V;11;V;0;N
28;79;48;10;28079048_10_47;2022;7;25;V;33;V;35;V;21;V;26;V;35;V;14;V;12;V;23;V;21;V;24;V;24;V;28;V;28;V;29;V;23;V;27;V;34;V;19;V;26;V;26;V;27;V;18;V;26;V;24;V;21;V;22;V;19;V;21;V;45;V;47;V
28;79;48;10;28079048_10_47;2022;8;18;V;40;V;22;V;26;V;26;V;18;V;22;V;30;V;28;V;32;V;31;V;55;V;56;V;18;V;15;V;28;V;12;V;8;V;10;V;11;V;12;V;13;V;14;V;22;V;23;V;14;V;16;V;17;V;28;V;23;V;16;V
28;79;48;10;28079048_10_47;2022;9;16;V;12;V;11;V;11;V;13;V;9;V;12;V;10;V;10;V;11;V;17;V;26;V;15;V;9;V;9;V;11;V;8;V;10;V;15;V;12;V;17;V;16;V;12;N;10;V;5;V;7;V;13;V;10;V;8;V;6;V;0;N
28;79;48;10;28079048_10_47;2022;10;12;N;11;V;18;V;37;V;45;V;21;V;19;V;19;V;16;V;18;V;14;V;10;V;15;V;20;V;16;V;20;V;20;V;29;V;33;V;12;V;9;V;8;V;6;V;12;V;25;V;35;V;34;V;39;V;27;V;28;V;27;V
28;79;48;10;28079048_10_47;2022;11;15;V;14;V;15;V;10;V;15;V;19;V;23;V;25;V;11;V;16;V;10;V;17;V;22;V;27;V;8;V;9;V;8;V;9;V;7;V;7;V;8;V;9;V;9;V;16;V;8;V;16;V;20;V;9;V;20;V;23;V;0;N
28;79;48;12;28079048_12_8;2022;1;87;V;95;V;102;V;68;V;34;V;40;V;60;V;85;V;20;V;60;V;66;V;60;V;47;V;46;V;55;V;68;V;105;V;121;V;110;V;48;V;38;V;37;V;33;V;36;V;43;V;47;V;52;V;78;V;76;V;69;V;93;V
28;79;48;12;28079048_12_8;2022;2;18;V;183;V;125;V;95;V;24;V;38;V;48;V;45;V;66;V;108;V;100;V;44;V;31;V;27;V;48;V;63;V;108;V;92;V;18;V;29;V;58;V;36;V;59;V;60;V;29;V;26;V;23;V;50;V;0;N;0;N;0;N
28;79;48;12;28079048_12_8;2022;3;67;V;34;V;81;V;18;V;25;V;13;V;35;V;39;V;63;V;51;V;42;V;23;V;20;V;32;V;37;V;30;V;16;V;20;V;22;V;17;V;36;V;27;V;26;V;27;V;19;V;16;V;18;V;33;V;34;V;24;V;32;V
28;79;48;12;28079048_12_8;2022;4;19;V;12;V;11;V;17;V;29;V;33;V;40;V;25;V;20;V;21;V;25;V;30;V;32;V;10;V;15;V;15;V;20;V;23;V;18;V;15;V;31;V;34;V;17;V;19;V;29;V;41;V;36;V;35;V;20;V;53;V;0;N
28;79;48;12;28079048_12_8;2022;5;19;V;15;V;13;V;13;V;20;V;18;V;14;V;12;V;26;V;29;V;37;V;27;V;33;V;19;V;11;V;19;V;28;V;34;V;29;V;25;V;18;V;16;V;18;V;17;V;13;V;12;V;17;V;17;V;23;V;17;V;33;V
28;79;48;12;28079048_12_8;2022;6;28;V;23;V;26;V;21;V;13;V;45;V;28;V;21;V;16;V;32;V;27;V;17;V;34;V;46;V;29;V;32;V;22;V;23;V;10;V;21;V;20;V;17;V;18;V;18;V;14;V;13;V;16;V;20;V;34;V;18;V;0;N
28;79;48;12;28079048_12_8;2022;7;18;V;15;V;13;V;27;V;25;V;21;V;13;V;25;V;23;V;18;V;23;V;29;V;41;V;25;V;24;V;17;V;20;V;21;V;20;V;23;V;22;V;11;V;12;V;9;V;5;V;8;V;5;V;12;V;12;V;3;N;15;V
28;79;48;12;28079048_12_8;2022;8;16;V;17;V;23;V;23;V;17;V;13;V;12;V;19;V;17;V;10;V;13;V;15;V;19;V;8;V;7;V;7;V;6;V;6;V;11;V;10;V;13;V;6;V;13;V;20;V;23;V;11;V;16;V;12;V;20;V;34;V;23;V
28;79;48;12;28079048_12_8;2022;9;32;V;20;V;15;V;17;V;31;V;24;V;27;V;27;V;23;V;24;V;48;V;34;V;23;V;27;V;28;V;30;V;16;V;14;V;24;V;38;V;43;V;40;V;30;V;23;V;7;V;16;V;53;V;36;V;25;V;25;V;0;N
28;79;48;12;28079048_12_8;2022;10;53;V;42;V;75;V;126;V;69;V;34;V;49;V;23;V;23;V;39;V;26;V;20;V;47;V;97;V;56;V;43;V;39;V;77;V;63;V;31;V;32;V;21;V;18;V;42;V;45;V;96;V;65;V;62;V;28;V;32;V;40;V
28;79;48;12;28079048_12_8;2022;11;36;V;51;V;60;V;35;V;58;V;47;V;75;V;83;V;39;V;69;V;35;V;26;V;47;V;65;V;28;V;29;V;26;V;26;V;17;V;23;V;20;V;30;V;28;V;45;V;28;V;70;V;45;V;33;V;109;V;112;V;0;N
28;79;49;7;28079049_7_8;2022;1;25;V;29;V;35;V;21;V;1;V;4;V;15;V;22;V;1;V;18;V;29;V;10;V;7;V;6;V;13;V;13;V;23;V;44;V;32;V;14;V;6;V;2;V;2;V;3;V;3;V;6;V;8;V;7;V;20;V;14;V;29;V
28;79;49;7;28079049_7_8;2022;2;1;V;41;V;52;V;20;V;3;V;5;V;20;V;5;V;10;V;35;V;34;V;2;V;1;V;1;V;8;V;8;V;18;V;39;V;1;V;2;V;11;V;5;V;9;V;8;V;2;V;2;V;1;V;6;V;0;N;0;N;0;N
28;79;49;7;28079049_7_8;2022;3;13;V;2;V;13;V;1;V;2;V;1;V;2;V;1;V;5;V;3;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;3;V;2;V;1;V;1;V
28;79;49;7;28079049_7_8;2022;4;1;V;1;V;1;V;1;V;2;V;1;V;4;V;1;V;1;N;1;N;2;V;1;V;4;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V;1;V;1;V;2;V;2;N;1;V;4;V;1;V;2;V;0;N
28;79;49;7;28079049_7_8;2022;5;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;N;1;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V
28;79;49;7;28079049_7_8;2022;6;2;V;1;V;2;V;1;V;1;V;4;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;1;V;2;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;0;N
28;79;49;7;28079049_7_8;2022;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;79;49;7;28079049_7_8;2022;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;6;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V
28;79;49;7;28079049_7_8;2022;9;1;V;1;V;1;V;1;V;4;V;2;V;2;V;1;V;1;V;1;V;3;V;2;V;1;V;2;V;3;V;3;V;1;V;1;V;1;V;1;V;4;V;3;V;1;V;1;V;1;V;1;V;7;V;10;V;1;V;3;V;0;N
28;79;49;7;28079049_7_8;2022;10;1;V;9;V;4;V;25;V;6;V;3;V;5;V;2;V;2;V;3;V;1;V;1;V;3;V;13;V;12;V;2;V;2;V;7;V;10;V;1;V;1;V;1;V;1;V;4;V;4;V;23;V;12;V;10;V;1;V;2;V;3;V
28;79;49;7;28079049_7_8;2022;11;2;V;5;V;17;V;1;V;10;V;13;V;15;V;12;V;3;V;12;V;2;V;1;V;6;V;15;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;13;V;8;V;1;V;28;V;46;V;0;N
28;79;49;8;28079049_8_8;2022;1;41;V;42;V;45;V;30;V;15;V;25;V;38;V;43;V;16;V;26;V;42;V;34;V;40;V;32;V;39;V;45;V;57;V;59;V;60;V;41;V;30;V;28;V;29;V;36;V;36;V;39;V;37;V;41;V;41;V;42;V;57;V
28;79;49;8;28079049_8_8;2022;2;17;V;53;V;60;V;47;V;24;V;27;V;41;V;37;V;43;V;62;V;55;V;32;V;21;V;14;V;26;V;28;V;52;V;49;V;16;V;20;V;36;V;33;V;40;V;48;V;32;V;27;V;18;V;37;V;0;N;0;N;0;N
28;79;49;8;28079049_8_8;2022;3;39;V;18;V;41;V;16;V;21;V;11;V;23;V;19;V;35;V;31;V;24;V;12;V;13;V;28;V;35;V;29;V;19;V;22;V;17;V;11;V;23;V;16;V;23;V;31;V;23;V;17;V;15;V;21;V;24;V;20;V;15;V
28;79;49;8;28079049_8_8;2022;4;13;V;10;V;13;V;15;V;21;V;19;V;20;V;13;V;10;N;8;N;14;V;17;V;22;V;10;V;13;V;15;V;17;V;16;V;17;V;11;V;16;V;19;V;8;V;11;V;19;V;20;N;22;V;25;V;16;V;30;V;0;N
28;79;49;8;28079049_8_8;2022;5;18;V;12;V;13;V;12;V;17;V;14;V;10;V;11;V;15;N;19;V;25;V;16;V;21;V;19;V;8;V;15;V;17;V;23;V;19;V;16;V;13;V;11;V;8;V;10;V;8;V;10;V;15;V;13;V;18;V;9;V;19;V
28;79;49;8;28079049_8_8;2022;6;13;V;12;V;16;V;15;V;7;V;22;V;17;V;9;V;12;V;16;V;19;V;14;V;21;V;34;V;23;V;22;V;15;V;19;V;5;V;12;V;10;V;8;V;9;V;9;V;8;V;8;V;11;V;14;V;23;V;11;V;0;N
28;79;49;8;28079049_8_8;2022;7;13;V;10;V;9;V;16;V;18;V;14;V;11;V;15;V;18;V;14;V;19;V;16;V;27;V;22;V;20;V;13;V;15;V;14;V;11;V;16;V;17;V;14;V;15;V;18;V;12;V;12;V;11;V;16;V;16;V;10;V;13;V
28;79;49;8;28079049_8_8;2022;8;15;V;14;V;16;V;20;V;14;V;12;V;11;V;18;V;17;V;8;V;12;V;17;V;23;V;11;V;9;V;9;V;10;V;9;V;12;V;13;V;20;V;11;V;11;V;22;V;15;V;9;V;13;V;9;V;12;V;23;V;11;V
28;79;49;8;28079049_8_8;2022;9;24;V;11;V;8;V;10;V;19;V;13;V;12;V;12;V;12;V;12;V;27;V;23;V;12;V;15;V;17;V;20;V;15;V;12;V;17;V;20;V;31;V;26;V;17;V;15;V;7;V;11;V;24;V;24;V;11;V;16;V;0;N
28;79;49;8;28079049_8_8;2022;10;29;V;29;V;34;V;60;V;34;V;24;V;31;V;23;V;16;V;32;V;23;V;15;V;29;V;48;V;33;V;31;V;27;V;32;V;30;V;18;V;17;V;12;V;10;V;23;V;30;V;50;V;39;V;41;V;27;V;24;V;30;V
28;79;49;8;28079049_8_8;2022;11;21;V;26;V;28;V;20;V;35;V;30;V;40;V;40;V;21;V;36;V;25;V;17;V;25;V;30;V;15;V;14;V;11;V;12;V;8;V;12;V;9;V;14;V;12;V;24;V;19;V;37;V;32;V;16;V;43;V;51;V;0;N
