PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;79;8;8;28079008_8_8;2022;8;27;V;22;V;31;V;34;V;32;V;27;V;20;V;33;V;29;V;20;V;25;V;32;V;32;V;19;V;19;V;21;V;17;V;15;V;24;V;27;V;37;V;22;V;24;V;37;V;25;V;16;V;23;V;16;V;24;V;40;V;25;V
28;79;8;8;28079008_8_8;2022;9;37;V;25;V;18;V;23;V;32;V;26;V;28;V;24;V;28;V;27;V;43;V;35;V;20;V;28;V;29;V;33;V;28;V;20;V;23;V;34;V;41;V;40;V;32;V;28;V;9;V;19;V;38;V;36;V;26;V;25;V;0;N
28;79;8;8;28079008_8_8;2022;10;47;V;47;V;56;V;80;V;55;V;32;V;46;V;30;V;22;V;38;V;30;V;23;V;42;V;59;V;46;V;43;V;37;V;46;V;41;V;28;V;28;V;19;V;16;V;36;V;42;V;59;V;53;V;56;V;36;V;35;V;39;V
28;79;8;8;28079008_8_8;2022;11;34;V;41;V;44;V;35;V;45;V;41;V;56;V;53;V;32;V;50;V;36;V;31;V;39;V;43;V;25;V;26;V;23;V;29;V;23;V;24;V;21;V;27;V;24;V;33;V;35;V;49;V;41;V;36;V;58;V;67;V;0;N
28;79;8;9;28079008_9_47;2022;1;13;V;12;V;18;V;10;V;4;V;6;V;9;V;14;V;6;V;5;V;7;V;4;V;5;V;6;V;11;V;18;V;15;V;11;V;12;V;6;V;4;V;7;V;7;V;7;V;6;V;8;V;7;V;8;V;7;V;9;V;11;V
28;79;8;9;28079008_9_47;2022;2;3;V;9;V;15;V;18;V;10;V;5;V;7;V;5;V;9;V;17;V;19;V;10;V;11;V;4;V;6;V;5;V;12;V;14;V;4;V;5;V;7;V;5;V;8;V;7;V;6;V;5;V;7;V;9;V;0;N;0;N;0;N
28;79;8;9;28079008_9_47;2022;3;10;V;5;V;8;V;2;V;3;V;4;V;5;V;3;V;6;V;8;V;5;V;3;V;3;V;11;V;65;V;25;V;4;V;4;V;7;V;5;V;3;V;3;V;5;V;5;V;7;V;6;V;8;V;14;V;17;V;7;V;6;V
28;79;8;9;28079008_9_47;2022;4;4;V;3;V;3;V;5;V;7;V;7;V;7;V;4;V;5;V;5;V;7;V;3;V;6;V;3;V;6;V;6;V;6;V;6;V;6;V;3;V;3;V;3;V;2;V;5;V;5;V;10;V;6;V;6;V;7;V;14;V;0;N
28;79;8;9;28079008_9_47;2022;5;14;V;8;V;5;V;6;V;10;V;5;V;5;V;6;V;7;V;8;V;11;V;10;V;8;V;18;V;9;V;8;V;6;V;10;V;16;V;12;V;13;V;16;V;9;V;5;V;4;V;5;V;4;V;7;V;15;V;11;V;10;V
28;79;8;9;28079008_9_47;2022;6;8;V;12;V;9;V;9;V;7;V;11;V;11;V;16;V;16;V;10;V;28;V;13;V;17;V;30;V;41;V;40;V;33;V;26;V;18;V;20;V;9;V;8;V;21;V;14;V;11;V;10;V;8;V;12;V;13;V;8;V;0;N
28;79;8;9;28079008_9_47;2022;7;19;N;63;N;62;N;36;N;13;N;64;N;22;N;24;N;35;N;32;N;39;N;32;N;31;N;25;N;20;N;36;N;33;N;42;N;35;N;16;N;79;N;80;N;20;N;20;N;34;N;129;N;137;N;29;N;37;N;78;N;76;N
28;79;8;9;28079008_9_47;2022;8;48;N;56;N;59;N;44;N;42;N;40;N;43;N;31;N;47;N;58;N;90;N;57;N;36;N;12;N;7;N;11;N;4;V;4;V;5;V;7;V;11;V;7;V;11;V;16;V;14;V;13;V;13;V;15;V;19;V;9;V;6;V
28;79;8;9;28079008_9_47;2022;9;9;V;7;V;6;V;7;V;9;V;5;V;6;V;8;V;7;V;5;V;14;V;16;V;15;V;8;V;10;V;7;V;2;V;17;V;33;V;15;V;10;V;9;V;9;V;5;V;2;V;4;V;7;V;5;V;4;V;4;V;0;N
28;79;8;9;28079008_9_47;2022;10;7;V;10;V;10;V;22;V;23;V;12;V;11;V;11;V;11;V;16;V;15;V;7;V;7;V;13;V;11;V;12;V;15;V;14;V;18;V;9;V;11;V;9;V;11;V;6;V;5;V;14;V;15;V;17;V;12;V;14;V;15;V
28;79;8;9;28079008_9_47;2022;11;9;V;7;V;8;V;3;V;8;V;11;V;13;V;11;V;6;V;8;V;6;V;7;V;9;V;12;V;5;V;4;V;9;V;4;V;5;V;4;V;3;V;4;V;7;V;6;V;4;V;10;V;14;V;5;V;11;V;16;V;0;N
28;79;8;10;28079008_10_47;2022;1;16;V;15;V;22;V;14;V;5;V;8;V;11;V;16;V;7;V;8;V;12;V;8;V;8;V;9;V;14;V;22;V;21;V;19;V;19;V;11;V;7;V;9;V;9;V;9;V;9;V;11;V;15;V;14;V;12;V;16;V;19;V
28;79;8;10;28079008_10_47;2022;2;7;V;19;V;24;V;27;V;14;V;10;V;12;V;10;V;18;V;27;V;33;V;23;V;21;V;6;V;9;V;9;V;20;V;22;V;7;V;8;V;10;V;8;V;14;V;13;V;9;V;7;V;11;V;14;V;0;N;0;N;0;N
28;79;8;10;28079008_10_47;2022;3;17;V;10;V;11;V;4;V;4;V;5;V;6;V;5;V;11;V;13;V;8;V;6;V;5;V;36;V;227;V;81;V;16;V;9;V;13;V;11;V;5;V;4;V;7;V;8;V;13;V;10;V;16;V;28;V;41;V;15;V;10;V
28;79;8;10;28079008_10_47;2022;4;6;V;4;V;4;V;9;V;12;V;12;V;13;V;9;V;11;V;11;V;21;V;5;V;9;V;7;V;14;V;11;V;15;V;14;V;11;V;5;V;6;V;5;V;3;V;8;V;8;V;15;V;9;V;9;V;14;V;27;V;0;N
28;79;8;10;28079008_10_47;2022;5;29;V;13;V;9;V;11;V;16;V;10;V;10;V;11;V;16;V;19;V;24;V;24;V;19;V;30;V;18;V;17;V;14;V;22;V;37;V;27;V;27;V;33;V;17;V;12;V;8;V;11;V;9;V;15;V;29;V;22;V;23;V
28;79;8;10;28079008_10_47;2022;6;20;V;25;V;22;V;19;V;17;V;24;V;22;V;29;V;25;V;19;V;45;V;28;V;35;V;64;V;87;V;76;V;55;V;54;V;36;V;34;V;18;V;18;V;35;V;24;V;23;V;21;V;17;V;25;V;27;V;18;V;0;N
28;79;8;10;28079008_10_47;2022;7;35;N;91;N;94;N;59;N;29;N;95;N;36;N;41;N;58;N;57;N;70;N;63;N;65;N;50;N;42;N;68;N;62;N;81;N;63;N;36;N;124;N;126;N;33;N;40;N;55;N;166;N;169;N;37;N;48;N;87;N;83;N
28;79;8;10;28079008_10_47;2022;8;53;N;62;N;69;N;56;N;52;N;51;N;49;N;40;N;54;N;66;N;98;N;85;N;66;N;16;N;11;N;14;N;6;V;5;V;8;V;11;V;15;V;11;V;16;V;25;V;23;V;16;V;20;V;22;V;30;V;22;V;15;V
28;79;8;10;28079008_10_47;2022;9;17;V;13;V;12;V;14;V;17;V;12;V;15;V;14;V;13;V;12;V;27;V;32;V;22;V;10;V;12;V;10;V;3;V;20;V;36;V;19;V;16;V;14;V;12;V;9;V;3;V;7;V;13;V;12;V;8;V;7;V;0;N
28;79;8;10;28079008_10_47;2022;10;13;V;16;V;21;V;47;V;51;V;24;V;23;V;23;V;23;V;23;V;19;V;12;V;14;V;22;V;19;V;24;V;23;V;29;V;39;V;14;V;13;V;11;V;12;V;9;V;12;V;24;V;26;V;30;V;20;V;21;V;21;V
28;79;8;10;28079008_10_47;2022;11;12;V;12;V;12;V;5;V;13;V;17;V;19;V;18;V;8;V;12;V;9;V;12;V;15;V;19;V;10;V;8;V;13;V;11;V;9;V;9;V;7;V;7;V;14;V;15;V;9;V;19;V;21;V;11;V;25;V;30;V;0;N
28;79;8;12;28079008_12_8;2022;1;146;V;115;V;127;V;88;V;45;V;51;V;97;V;96;V;39;V;90;V;134;V;95;V;72;V;66;V;84;V;87;V;132;V;161;V;146;V;87;V;61;V;53;V;50;V;62;V;60;V;63;V;91;V;95;V;110;V;105;V;121;V
28;79;8;12;28079008_12_8;2022;2;37;V;149;V;167;V;103;V;43;V;48;V;90;V;67;V;85;V;137;V;144;V;53;V;39;V;43;V;69;V;81;V;126;V;135;V;34;V;41;V;80;V;66;V;81;V;84;V;55;V;45;V;36;V;70;V;0;N;0;N;0;N
28;79;8;12;28079008_12_8;2022;3;86;V;49;V;93;V;37;V;37;V;23;V;40;V;43;V;74;V;57;V;50;V;33;V;27;V;49;V;71;V;57;V;37;V;43;V;34;V;25;V;45;V;30;V;45;V;56;V;46;V;33;V;30;V;49;V;51;V;44;V;49;V
28;79;8;12;28079008_12_8;2022;4;31;V;22;V;23;V;33;V;44;V;45;V;59;V;40;V;30;V;28;V;35;V;39;V;46;V;20;V;28;V;33;V;32;V;37;V;33;V;28;V;44;V;38;V;29;V;27;V;48;V;55;V;48;V;56;V;37;V;58;V;0;N
28;79;8;12;28079008_12_8;2022;5;36;V;23;V;29;V;28;V;34;V;29;V;26;V;22;V;40;V;41;V;50;V;42;V;50;V;38;V;24;V;31;V;43;V;55;V;43;V;40;V;35;V;29;V;33;V;28;V;21;V;24;V;35;V;31;V;40;V;35;V;45;V
28;79;8;12;28079008_12_8;2022;6;45;V;38;V;48;V;36;V;25;V;57;V;45;V;37;V;27;V;55;V;48;V;32;V;50;V;74;V;46;V;46;V;37;V;36;V;20;V;34;V;31;V;30;V;34;V;32;V;25;V;24;V;21;V;26;V;48;V;31;V;0;N
28;79;8;12;28079008_12_8;2022;7;29;V;25;V;22;V;43;V;42;V;30;V;25;V;37;V;37;V;36;V;41;V;38;V;61;V;39;V;41;V;28;V;29;V;32;V;32;V;36;V;44;V;40;V;35;V;35;V;27;V;30;V;28;V;41;V;40;V;19;V;25;V
28;79;8;12;28079008_12_8;2022;8;31;V;27;V;37;V;43;V;38;V;32;V;25;V;40;V;36;V;24;V;31;V;40;V;45;V;24;V;23;V;26;V;21;V;19;V;29;V;33;V;50;V;27;V;32;V;49;V;31;V;20;V;28;V;19;V;30;V;53;V;32;V
28;79;8;12;28079008_12_8;2022;9;45;V;35;V;23;V;29;V;48;V;40;V;39;V;34;V;39;V;37;V;69;V;49;V;30;V;41;V;40;V;46;V;33;V;25;V;28;V;42;V;52;V;50;V;39;V;33;V;11;V;23;V;64;V;62;V;34;V;38;V;0;N
28;79;8;12;28079008_12_8;2022;10;73;V;79;V;76;V;155;V;84;V;42;V;75;V;37;V;28;V;49;V;37;V;27;V;58;V;98;V;71;V;58;V;48;V;67;V;72;V;36;V;38;V;25;V;20;V;56;V;61;V;111;V;95;V;95;V;40;V;43;V;51;V
28;79;8;12;28079008_12_8;2022;11;45;V;64;V;79;V;49;V;80;V;60;V;96;V;86;V;49;V;93;V;49;V;37;V;57;V;76;V;37;V;40;V;37;V;41;V;28;V;31;V;31;V;41;V;37;V;49;V;43;V;87;V;60;V;50;V;132;V;150;V;0;N
28;79;8;14;28079008_14_6;2022;1;20;V;15;V;8;V;22;V;45;V;35;V;25;V;17;V;47;V;30;V;22;V;30;V;31;V;36;V;35;V;26;V;20;V;23;V;22;V;31;V;38;V;45;V;41;V;34;V;35;V;34;V;34;V;36;V;39;V;38;V;24;V
28;79;8;14;28079008_14_6;2022;2;59;V;21;V;15;V;17;V;47;V;55;V;37;V;45;V;35;V;16;V;20;V;38;V;50;V;55;V;43;V;35;V;16;V;23;V;52;V;53;V;39;V;45;V;40;V;30;V;36;V;37;V;56;V;29;V;0;N;0;N;0;N
28;79;8;14;28079008_14_6;2022;3;34;V;52;V;26;V;66;V;63;V;72;V;53;V;58;V;35;V;44;V;49;V;60;V;71;V;48;V;29;V;38;V;55;V;46;V;51;V;71;V;55;V;68;V;53;V;40;V;35;V;50;V;46;V;43;V;32;V;18;V;29;V
28;79;8;14;28079008_14_6;2022;4;41;N;48;N;34;N;71;N;66;V;65;V;54;V;52;V;52;V;46;V;62;V;58;V;47;V;74;V;66;V;67;V;75;V;70;V;58;V;73;V;70;V;57;V;68;V;68;V;59;V;54;V;46;V;36;V;72;V;45;V;0;N
28;79;8;14;28079008_14_6;2022;5;59;V;65;V;67;V;71;V;73;V;79;V;81;V;81;V;78;V;84;V;72;V;79;V;71;V;70;V;64;V;54;V;43;V;49;V;68;V;67;V;78;V;70;V;68;V;57;V;75;V;73;V;53;V;76;V;66;V;71;V;59;V
28;79;8;14;28079008_14_6;2022;6;48;V;54;V;53;V;56;V;71;V;55;V;51;V;40;V;46;V;61;V;68;V;80;V;65;V;43;V;55;V;63;V;60;V;69;V;69;V;60;V;72;V;61;V;62;V;64;V;59;V;73;V;77;V;81;V;70;V;64;V;0;N
28;79;8;14;28079008_14_6;2022;7;78;V;69;V;72;V;65;V;71;V;69;V;87;V;88;V;97;V;93;V;83;V;98;V;95;V;102;V;91;V;99;V;94;V;96;V;73;V;92;V;78;V;75;V;89;V;67;V;76;V;67;V;72;V;64;V;59;V;62;V;77;V
28;79;8;14;28079008_14_6;2022;8;85;V;87;V;96;V;79;V;84;V;86;V;83;V;74;V;77;V;86;V;81;V;67;V;45;V;66;V;85;V;86;V;63;V;73;V;82;V;79;V;67;V;54;V;59;V;57;V;71;V;73;V;70;V;78;V;61;V;57;V;82;V
28;79;8;14;28079008_14_6;2022;9;64;V;64;V;69;V;68;V;54;V;50;V;60;V;51;V;47;V;56;V;48;V;45;V;50;V;48;V;46;V;45;V;65;V;67;V;65;V;62;V;54;V;55;V;60;V;60;V;63;V;65;V;38;V;37;V;48;V;49;V;0;N
28;79;8;14;28079008_14_6;2022;10;37;V;47;V;39;V;25;V;37;V;47;V;43;V;45;V;58;V;33;V;39;V;45;V;33;V;24;V;39;V;40;V;28;V;25;V;26;V;40;V;34;V;41;V;42;V;23;V;23;V;12;V;14;V;19;V;48;V;32;V;17;V
28;79;8;14;28079008_14_6;2022;11;28;V;28;V;27;V;34;V;29;V;26;V;12;V;11;V;29;V;18;V;27;V;42;V;32;V;18;V;40;V;38;V;38;V;41;V;54;V;40;V;46;V;47;V;35;V;30;V;40;V;21;V;21;V;38;V;18;V;8;V;0;N
28;79;8;20;28079008_20_59;2022;1;1.3;V;1.4;V;3.1;V;2.4;V;1.1;V;0.9;V;3.1;V;2;V;0.6;V;1.8;V;3.7;V;2.5;V;2.3;V;1.4;V;1.5;V;1.6;V;3.4;V;2.9;V;4.5;V;2.7;V;2;V;1;V;0.9;V;1.8;V;1.6;V;1.9;V;0.1;N;4.5;N;3.7;V;3.2;V;4.2;V
28;79;8;20;28079008_20_59;2022;2;1.1;V;6;V;7.1;V;4.2;V;1.4;V;1;V;2.6;V;2.4;V;3;V;5.1;V;5.8;N;1.7;V;1.2;V;1;V;1.7;V;2.3;N;4.2;N;4.9;V;0.7;V;0.7;V;2.1;V;1.8;V;4.4;V;3.2;V;1.5;V;0.9;V;0.5;V;1.9;V;0;N;0;N;0;N
28;79;8;20;28079008_20_59;2022;3;3.1;V;1.7;V;3.3;V;1.5;V;1.1;V;0.5;V;1;V;1.1;V;2.6;V;1.8;V;1.7;V;0.7;V;0.5;V;1.1;V;2.5;V;2.7;V;1.1;V;1.7;V;1.1;V;0.5;V;0.7;V;0.7;V;1.2;V;1.8;V;1.5;V;0.8;V;0.6;V;1.5;V;1.8;V;1.6;V;2.7;V
28;79;8;20;28079008_20_59;2022;4;1.2;V;0.8;V;0.4;V;0.9;V;1.5;V;2;V;2.2;V;1.3;V;0.9;V;0.9;V;0.8;V;1;V;1.9;V;0.6;V;0.7;V;1;V;1.1;V;1.1;V;1.4;V;0.8;V;1.1;V;0.7;V;0.3;V;0.5;V;1.2;V;2.6;V;1.5;V;1.8;V;1.4;V;2.4;V;0;N
28;79;8;20;28079008_20_59;2022;5;1.4;V;0.8;V;1.1;V;1.3;V;1.5;V;1.1;V;0.6;V;0.7;V;1.3;V;1.5;V;1.8;V;1.4;V;1.9;V;1.4;V;0.6;V;1;V;0.7;V;2;V;1.6;V;1.4;V;1.2;V;0.9;V;1.2;V;1.2;V;1;V;1.4;V;1.2;V;1.1;V;1.6;V;1;V;1.8;V
28;79;8;20;28079008_20_59;2022;6;1.5;V;1.2;V;1.5;V;1.1;V;0.5;V;1.6;V;1.8;V;2.3;V;1.3;V;1.6;V;3.2;V;1;V;1.4;V;3.6;V;1.8;V;46;N;1.5;V;1.5;V;0.4;V;0.8;V;0.8;V;0.7;V;1.3;V;0.9;V;0.6;V;0.5;V;0.7;V;0.7;V;1.7;V;1;V;0;N
28;79;8;20;28079008_20_59;2022;7;0.8;V;0.5;V;0.5;V;1.3;V;1.5;V;1;V;0.6;V;0.8;V;1.2;V;0.7;V;1.1;V;1;V;1.7;V;1.8;V;1.3;V;0.7;V;1.4;V;0.7;V;0.6;V;1;V;1.2;V;1;V;0.8;V;1;V;0.5;V;0.8;V;0.5;V;0.9;V;1;V;0.3;V;1.6;V
28;79;8;20;28079008_20_59;2022;8;0.7;V;0.7;V;0.7;V;0.9;V;0.9;V;0.8;V;0.4;V;0.7;V;0.8;V;0.5;V;0.5;V;0.8;V;1.2;V;0.4;V;0.4;V;0.5;V;0.8;V;1.3;V;1.1;V;1.7;V;2.7;V;1.1;V;1;V;3.6;V;2.2;V;0.9;V;1.3;V;0.8;V;1.1;V;3;V;1.1;V
28;79;8;20;28079008_20_59;2022;9;2.3;V;2.3;V;0.9;V;0.7;V;1.5;V;1.3;V;1.3;V;1.4;V;1.3;V;1;V;2.3;V;1.7;V;0.7;V;1;V;1.3;V;1.7;V;1.2;V;0.5;V;1.1;V;1.9;V;3.5;V;2.6;V;1.1;V;1.1;V;0.2;V;0.6;V;2.4;V;3;V;1.1;V;1.5;V;0;N
28;79;8;20;28079008_20_59;2022;10;2.1;V;2.1;V;2.8;V;6.2;N;3.3;V;2.3;V;3;V;1.6;V;0.7;V;1.8;V;1.4;V;0.8;V;2.1;V;4;V;2.8;V;1.8;V;2;V;3.9;V;3.4;V;0.9;V;0.7;V;0.4;V;0.3;V;1.8;V;2.6;V;4.9;V;4.3;N;6;V;1.6;V;1.2;V;1.6;V
28;79;8;20;28079008_20_59;2022;11;1;V;2.1;V;1.2;N;1.4;V;1.8;V;1.6;V;3.2;V;2.9;V;1;V;2.7;V;1.5;V;0.6;V;1.1;V;1.9;V;0.6;V;0.6;V;0.5;V;0.8;V;0.3;V;0.3;V;0.8;V;1;V;0.5;V;1;V;1.2;V;1.4;V;0.9;V;1.4;V;2.5;V;3.2;V;0;N
28;79;8;30;28079008_30_59;2022;1;1;V;0.6;V;0.6;N;0.4;V;0.6;V;0.3;V;0.7;V;0.6;V;0.5;V;0.4;V;0.8;V;0.9;V;0.5;V;0.4;V;0.5;V;0.7;V;0.9;V;0.6;V;0.9;V;0.6;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;1.5;N;0.9;N;0.9;V;0.9;V;0.9;V
28;79;8;30;28079008_30_59;2022;2;0.6;N;1.2;N;1;V;0.7;N;0.6;N;0.4;V;0.6;V;0.5;N;0.5;V;0.8;V;0.7;V;0.3;V;0.2;V;0.2;V;0.4;V;0.7;N;0.5;N;0.6;V;0.4;V;0.3;V;0.5;V;0.4;N;0.6;N;0.5;V;0.3;V;0.2;V;0.2;V;0.3;V;0;N;0;N;0;N
28;79;8;30;28079008_30_59;2022;3;0.5;V;0.4;V;0.5;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.5;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.4;V;0.3;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.3;V
28;79;8;30;28079008_30_59;2022;4;0.3;V;0.3;V;0.2;V;0.3;V;0.4;V;0.3;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0;N
28;79;8;30;28079008_30_59;2022;5;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V
28;79;8;30;28079008_30_59;2022;6;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.3;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0;N
28;79;8;30;28079008_30_59;2022;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;79;8;30;28079008_30_59;2022;8;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;79;8;30;28079008_30_59;2022;9;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0;N
28;79;8;30;28079008_30_59;2022;10;0.2;V;0.4;V;0.2;V;0.4;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V
28;79;8;30;28079008_30_59;2022;11;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0;N
28;79;8;35;28079008_35_59;2022;1;0.5;V;0.3;V;0.5;V;0.4;V;0.1;V;0.1;V;0.3;V;0.2;V;0.1;V;0.3;V;0.5;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.5;V;0.7;V;0.7;V;0.4;V;0.3;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;N;0.6;N;0.6;V;0.5;V;0.5;V
28;79;8;35;28079008_35_59;2022;2;0.1;V;0.8;V;1;V;0.7;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.8;V;0.9;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;N;0.9;N;1;V;0.2;V;0.2;V;0.4;V;0.4;N;0.6;V;0.6;V;0.2;V;0.1;V;0.1;V;0.3;V;0;N;0;N;0;N
28;79;8;35;28079008_35_59;2022;3;0.6;V;0.4;V;0.6;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.4;V;0.4;V;0.3;V;0.2;V;0.2;V;0.3;V;0.7;V;0.5;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.5;V;0.5;V;0.3;V
28;79;8;35;28079008_35_59;2022;4;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.2;V;0.3;V;0.2;V;0.4;V;0;N
28;79;8;35;28079008_35_59;2022;5;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.2;V;0.1;V;0.2;V;0.3;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.4;V;0.2;V;0.3;V
28;79;8;35;28079008_35_59;2022;6;0.4;V;0.3;V;0.4;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.6;V;0.2;V;0.3;V;0.5;V;0.3;V;1.3;N;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4;V;0.2;V;0;N
28;79;8;35;28079008_35_59;2022;7;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V
28;79;8;35;28079008_35_59;2022;8;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.3;V;0.4;V;0.5;V;0.2;V;0.2;V;0.5;V;0.4;V;0.2;V;0.3;V;0.2;V;0.2;V;0.5;V;0.3;V
28;79;8;35;28079008_35_59;2022;9;0.4;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.1;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0;N
28;79;8;35;28079008_35_59;2022;10;0.1;V;0.2;V;0.3;V;0.9;V;0.2;V;0.1;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.4;V;0.1;V;0.2;V;0.2;V;0.2;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.4;V;0.3;V;0.3;V;0.1;V;0.1;V;0.1;V
28;79;8;35;28079008_35_59;2022;11;0.1;V;0.2;V;0.3;V;0.1;V;0.2;V;0.1;V;0.2;V;0.3;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0;N
